Date,Open,High,Low,Close,Adj Close,Volume
2011-08-29,37.250000,39.590000,36.810001,38.020000,22.819054,7439349
2011-09-05,37.400002,38.200001,35.220001,36.400002,21.846756,5928730
2011-09-12,36.000000,38.009998,34.509998,37.400002,22.446943,6697050
2011-09-19,36.509998,37.360001,30.330000,32.299999,19.385998,8400267
2011-09-26,31.330000,38.000000,30.930000,36.490002,21.900774,9577341
2011-10-03,35.900002,36.610001,32.500000,34.799999,20.886457,6464088
2011-10-10,35.580002,39.250000,34.910000,38.540001,23.131153,5359041
2011-10-17,38.549999,39.150002,36.310001,38.549999,23.137156,6699422
2011-10-24,38.759998,40.720001,38.220001,40.250000,24.157467,5380132
2011-10-31,40.000000,41.680000,37.549999,39.959999,23.983416,6108638
2011-11-07,39.610001,41.450001,38.660000,39.709999,23.833368,4419555
2011-11-14,40.450001,40.799999,37.549999,38.020000,22.819054,5494540
2011-11-21,38.000000,38.509998,35.029999,36.900002,22.146851,5685737
2011-11-28,37.700001,40.880001,37.540001,39.099998,23.467257,4299079
2011-12-05,39.959999,41.290001,37.259998,38.500000,23.107145,4461219
2011-12-12,37.900002,38.599998,34.619999,34.619999,20.778427,6682347
2011-12-19,34.799999,35.200001,33.000000,33.750000,20.256266,3847199
2011-12-26,33.750000,34.169998,33.099998,33.900002,20.346292,1474495
2012-01-02,33.889999,35.750000,33.700001,34.230000,20.544352,4106024
2012-01-09,34.689999,35.299999,33.080002,33.950001,20.376303,5189662
2012-01-16,33.900002,37.400002,33.820000,37.150002,22.296896,7365433
2012-01-23,37.070000,37.900002,36.400002,36.549999,21.936785,7159127
2012-01-30,36.540001,39.599998,36.250000,39.200001,23.527279,5515219
2012-02-06,39.200001,39.540001,36.330002,37.099998,22.266884,6123270
2012-02-13,37.700001,37.700001,35.759998,36.799999,22.086828,4200766
2012-02-20,37.000000,37.389999,35.040001,35.680000,21.414621,4058573
2012-02-27,35.700001,36.200001,35.000000,35.000000,21.006495,4126148
2012-03-05,35.259998,36.389999,34.500000,36.040001,21.630686,5108525
2012-03-12,35.990002,37.750000,35.869999,37.310001,22.392925,5886586
2012-03-19,37.400002,39.250000,36.830002,38.860001,23.323212,7121175
2012-03-26,38.230000,39.470001,36.910000,37.349998,22.416929,7999262
2012-04-02,37.700001,38.320000,36.619999,37.240002,22.350912,3680531
2012-04-09,37.240002,37.900002,36.000000,36.560001,21.942787,3533563
2012-04-16,36.700001,38.750000,36.509998,37.150002,22.296896,6152285
2012-04-23,37.150002,37.509998,36.099998,36.700001,22.026810,6750463
2012-04-30,36.630001,36.990002,35.000000,35.439999,21.270576,3257723
2012-05-07,35.349998,36.299999,33.720001,34.810001,20.892462,5873791
2012-05-14,34.680000,34.770000,32.410000,33.700001,20.226255,6800469
2012-05-21,33.950001,34.900002,32.959999,34.209999,20.532351,6081575
2012-05-28,34.500000,34.990002,32.360001,32.500000,19.506035,5289129
2012-06-04,32.529999,33.380001,31.440001,32.849998,19.716095,4239789
2012-06-11,33.099998,36.400002,32.900002,36.049999,21.636688,6496503
2012-06-18,36.450001,37.180000,35.049999,36.200001,21.726721,4107090
2012-06-25,36.200001,37.799999,35.700001,37.410000,23.427744,7180117
2012-07-02,36.799999,39.389999,36.799999,38.689999,24.229334,4985554
2012-07-09,38.599998,38.799999,37.000000,37.299999,23.358856,4530006
2012-07-16,37.400002,38.189999,36.810001,36.830002,23.064524,3657833
2012-07-23,36.400002,36.849998,34.959999,36.000000,22.544746,4427068
2012-07-30,36.189999,37.599998,35.799999,37.000000,23.170984,4404517
2012-08-06,37.200001,39.799999,37.189999,39.700001,24.861841,3255564
2012-08-13,39.400002,39.919998,37.740002,38.000000,23.797234,2495522
2012-08-20,37.799999,38.470001,36.720001,37.919998,23.747129,7533994
2012-08-27,38.000000,39.959999,37.520000,39.049999,24.454784,9070646
2012-09-03,39.400002,42.980000,39.150002,42.980000,26.915913,7560289
2012-09-10,42.980000,46.279999,41.700001,46.029999,28.825960,6487292
2012-09-17,45.500000,46.150002,42.849998,42.900002,26.865822,6495328
2012-09-24,42.900002,46.000000,42.799999,45.500000,28.494051,8680515
2012-10-01,45.419998,46.299999,45.160000,45.799999,28.681921,7252371
2012-10-08,45.610001,45.750000,44.820000,45.000000,28.180931,4553460
2012-10-15,45.299999,46.200001,41.549999,41.919998,26.252104,13502437
2012-10-22,41.939999,42.990002,41.220001,42.849998,26.834507,5375481
2012-10-29,42.990002,44.150002,42.250000,42.270000,26.471283,2635456
2012-11-05,42.299999,42.529999,40.830002,41.630001,26.070492,4128505
2012-11-12,41.900002,45.669998,41.799999,44.099998,27.617311,7273333
2012-11-19,44.410000,47.119999,44.410000,45.759998,28.656874,4089385
2012-11-26,46.049999,47.759998,45.240002,45.700001,28.619299,4651446
2012-12-03,45.500000,46.860001,44.900002,46.009998,28.813433,3301194
2012-12-10,45.799999,49.150002,45.799999,49.480000,30.986494,2946604
2012-12-17,48.599998,53.700001,48.599998,50.900002,31.875761,8081448
2012-12-24,50.900002,52.650002,49.500000,49.500000,30.999022,1178487
2012-12-31,49.500000,52.900002,49.500000,51.299999,32.126259,2559948
2013-01-07,51.049999,51.099998,48.099998,48.700001,30.498028,4077959
2013-01-14,49.000000,51.500000,47.799999,50.400002,31.562641,4092215
2013-01-21,50.299999,52.099998,50.099998,51.700001,32.376755,3033304
2013-01-28,51.200001,51.750000,49.000000,49.500000,30.999022,3601792
2013-02-04,50.049999,50.950001,47.450001,47.799999,29.934406,2219728
2013-02-11,49.119999,51.700001,48.570000,51.150002,32.032322,2753988
2013-02-18,51.700001,54.049999,50.599998,53.750000,33.660557,6594447
2013-02-25,53.599998,56.000000,52.750000,54.900002,34.380730,4661821
2013-03-04,54.200001,57.400002,54.200001,56.799999,35.570591,4421360
2013-03-11,56.450001,56.900002,53.549999,54.750000,34.286793,6271028
2013-03-18,53.599998,54.900002,52.000000,52.150002,32.658569,3470123
2013-03-25,52.950001,53.700001,50.049999,51.400002,32.188881,3637020
2013-04-01,51.400002,51.799999,49.209999,50.000000,31.312143,4331817
2013-04-08,50.849998,51.950001,49.799999,51.450001,32.220196,7003194
2013-04-15,51.299999,51.299999,47.220001,47.500000,29.746532,5872370
2013-04-22,47.650002,49.950001,46.810001,48.700001,30.498028,5344777
2013-04-29,49.099998,49.919998,47.000000,47.000000,29.433416,2135175
2013-05-06,47.880001,49.180000,47.099998,48.320000,30.260056,4019688
2013-05-13,48.320000,52.180000,47.610001,51.610001,32.320393,4377109
2013-05-20,52.000000,52.349998,50.000000,51.500000,32.251511,4487670
2013-05-27,51.799999,54.689999,51.799999,53.000000,33.190876,4499531
2013-06-03,52.209999,54.349998,52.029999,53.990002,33.810848,5087101
2013-06-10,53.599998,54.400002,52.549999,52.700001,33.003002,3468607
2013-06-17,52.880001,53.299999,45.000000,45.500000,28.494051,7059287
2013-06-24,45.810001,47.599998,42.299999,46.599998,29.182911,8730710
2013-07-01,46.799999,49.349998,45.799999,45.849998,28.713232,4282867
2013-07-08,46.000000,48.939999,43.700001,48.709999,30.504284,5018352
2013-07-15,48.820000,49.900002,47.509998,49.070000,30.729740,4505429
2013-07-22,49.299999,49.299999,41.730000,43.000000,26.928440,6423035
2013-07-29,42.799999,45.700001,42.400002,44.950001,29.083166,4208796
2013-08-05,45.049999,46.430000,44.099998,45.400002,29.374321,2857527
2013-08-12,45.599998,45.779999,44.560001,44.750000,28.953764,2214029
2013-08-19,45.000000,46.790001,43.430000,46.200001,29.891930,4151441
2013-08-26,46.200001,46.950001,44.349998,44.990002,29.109049,3520343
2013-09-02,45.200001,45.439999,40.400002,41.200001,26.656876,5503147
2013-09-09,41.799999,44.880001,40.849998,43.099998,27.886194,6289049
2013-09-16,43.950001,45.200001,42.490002,44.889999,29.044346,4441639
2013-09-23,44.650002,45.650002,44.360001,45.000000,29.115519,2380978
2013-09-30,44.799999,45.150002,42.650002,43.270000,27.996185,3038773
2013-10-07,43.470001,45.490002,42.880001,45.400002,29.374321,3384042
2013-10-14,45.299999,46.700001,44.369999,44.700001,28.921410,3574879
2013-10-21,45.049999,46.709999,44.770000,44.869999,29.031408,3406700
2013-10-28,45.000000,46.200001,43.450001,43.500000,28.144997,3318606
2013-11-04,44.450001,44.980000,43.400002,44.000000,28.468504,3983399
2013-11-11,44.000000,45.040001,43.000000,45.000000,29.115519,3074174
2013-11-18,45.150002,46.500000,44.799999,45.950001,29.730183,3097446
2013-11-25,46.590000,47.939999,45.599998,47.900002,30.991856,3703509
2013-12-02,47.490002,48.299999,44.330002,45.419998,29.387262,5501300
2013-12-09,45.790001,45.889999,43.770000,44.310001,28.669077,3143764
2013-12-16,44.299999,44.310001,40.020000,40.500000,26.203968,7332320
2013-12-23,40.500000,41.750000,40.500000,41.020000,26.540411,827293
2013-12-30,41.450001,43.410000,41.000000,42.520000,27.510925,1774249
2014-01-06,42.520000,42.599998,40.529999,42.200001,27.303883,5818108
2014-01-13,42.259998,43.090000,41.619999,42.099998,27.239182,4037724
2014-01-20,41.799999,42.160000,38.980000,38.980000,25.220507,6254816
2014-01-27,38.500000,39.549999,37.500000,38.790001,25.097574,7102592
2014-02-03,38.889999,40.810001,37.900002,40.810001,26.404539,6019312
2014-02-10,40.759998,42.470001,40.400002,40.709999,26.339832,4088339
2014-02-17,41.200001,43.430000,41.000000,43.150002,27.918543,3399865
2014-02-24,43.080002,44.119999,41.200001,43.700001,28.274399,4461705
2014-03-03,42.259998,42.349998,39.799999,40.709999,26.339832,4278636
2014-03-10,40.700001,41.730000,39.509998,40.549999,26.236311,3640127
2014-03-17,40.580002,42.480000,40.209999,40.369999,26.119852,3775900
2014-03-24,40.369999,42.400002,40.000000,42.090000,27.232712,2683553
2014-03-31,42.330002,43.599998,42.110001,43.400002,28.080299,2994779
2014-04-07,42.900002,44.500000,42.360001,44.500000,28.792013,3414149
2014-04-14,43.759998,44.340000,43.020000,43.549999,28.177351,2524720
2014-04-21,43.549999,46.189999,43.110001,45.099998,29.180220,2819808
2014-04-28,45.090000,46.299999,44.860001,45.250000,29.277275,1820206
2014-05-05,45.119999,45.180000,42.820000,42.820000,27.705029,2833827
2014-05-12,43.000000,44.959999,42.990002,44.209999,28.604378,2099897
2014-05-19,44.389999,45.200001,43.119999,44.630001,28.876127,2074298
2014-05-26,45.099998,45.779999,42.180000,42.180000,27.290947,3676499
2014-06-02,42.290001,43.279999,41.570000,43.000000,27.821489,3894276
2014-06-09,43.200001,43.419998,40.730000,40.830002,26.417480,2852701
2014-06-16,40.830002,41.770000,40.299999,41.150002,27.547029,3102335
2014-06-23,41.150002,42.200001,40.650002,40.950001,27.413147,2550692
2014-06-30,41.200001,41.439999,39.110001,40.200001,26.911072,2459314
2014-07-07,40.290001,42.090000,40.250000,41.790001,27.975468,3122534
2014-07-14,41.700001,43.360001,41.669998,42.689999,28.577946,3449893
2014-07-21,42.720001,43.080002,38.330002,38.880001,26.027424,6177264
2014-07-28,39.009998,39.740002,36.160000,36.880001,24.688566,5326663
2014-08-04,37.279999,38.630001,37.000000,37.500000,25.103613,4466527
2014-08-11,38.000000,39.380001,37.990002,38.990002,26.101065,4552684
2014-08-18,39.349998,39.779999,38.500000,39.349998,26.342054,2503095
2014-08-25,39.380001,41.110001,38.980000,39.430000,26.395609,4060420
2014-09-01,39.430000,41.500000,39.430000,40.709999,27.252478,3183645
2014-09-08,40.990002,41.549999,40.520000,40.680000,27.232393,4112717
2014-09-15,40.509998,43.730000,40.110001,43.599998,29.187128,4173747
2014-09-22,43.090000,43.400002,41.200001,41.590000,27.841576,2373988
2014-09-29,41.610001,42.299999,39.900002,41.220001,27.593889,3399345
2014-10-06,41.450001,42.720001,40.700001,41.470001,27.761248,4054465
2014-10-13,41.630001,42.380001,41.349998,41.639999,27.875050,4181732
2014-10-20,41.900002,42.900002,41.009998,41.619999,27.861658,3577653
2014-10-27,41.700001,42.340000,41.209999,41.930000,28.069181,2847438
2014-11-03,41.750000,43.070000,41.750000,42.900002,28.718529,4533903
2014-11-10,42.720001,45.799999,42.720001,45.450001,30.425579,3784388
2014-11-17,45.480000,46.070000,44.360001,45.650002,30.559458,4267257
2014-11-24,45.209999,45.650002,43.700001,45.169998,30.238132,4099223
2014-12-01,45.000000,49.439999,44.990002,49.049999,32.835518,5972156
2014-12-08,49.290001,49.730000,47.200001,48.490002,32.460648,4954530
2014-12-15,48.180000,49.020000,45.139999,48.799999,32.668163,6089492
2014-12-22,48.590000,49.169998,48.330002,48.500000,32.467339,810192
2014-12-29,48.700001,49.139999,47.509998,48.549999,32.500805,2059207
2015-01-05,48.299999,51.889999,47.349998,51.270000,34.321651,5018035
2015-01-12,51.029999,51.950001,48.709999,50.459999,33.779419,4902784
2015-01-19,50.459999,53.889999,49.250000,53.310001,35.687290,4528292
2015-01-26,53.099998,55.840000,52.009998,54.849998,36.718216,5386236
2015-02-02,54.610001,55.889999,52.709999,55.389999,37.079704,6481543
2015-02-09,55.189999,56.500000,54.020000,56.389999,37.749134,5026616
2015-02-16,56.290001,56.700001,54.049999,55.000000,36.818630,4661467
2015-02-23,55.049999,56.560001,54.110001,54.610001,36.557545,5924937
2015-03-02,54.689999,55.900002,53.830002,55.900002,37.421116,5279114
2015-03-09,56.990002,56.990002,52.450001,52.700001,35.278942,5521005
2015-03-16,52.540001,57.000000,52.540001,57.000000,38.157494,8554701
2015-03-23,57.060001,59.299999,56.520000,58.119999,38.907249,4667580
2015-03-30,58.160000,60.400002,58.160000,60.349998,40.400074,2775082
2015-04-06,60.349998,63.950001,60.150002,63.000000,42.174065,4352200
2015-04-13,62.750000,64.790001,60.000000,60.000000,40.165775,6243320
2015-04-20,60.889999,67.169998,60.400002,66.500000,44.517071,7875691
2015-04-27,66.519997,70.099998,66.500000,68.480003,45.842541,6384506
2015-05-04,68.900002,70.000000,64.629997,68.000000,45.521214,7267969
2015-05-11,68.000000,70.669998,67.250000,68.449997,45.822449,6098843
2015-05-18,68.809998,73.690002,68.570000,72.050003,48.232410,5048215
2015-05-25,71.430000,73.269997,69.830002,70.650002,47.295204,4757946
2015-06-01,70.650002,72.500000,69.900002,70.169998,46.973873,6248732
2015-06-08,70.230003,70.800003,67.699997,68.800003,46.056763,3873136
2015-06-15,67.550003,71.949997,67.000000,70.550003,47.228260,5299819
2015-06-22,70.949997,73.900002,70.900002,73.000000,50.069145,4404266
2015-06-29,70.000000,74.169998,69.699997,70.949997,48.663097,4699739
2015-07-06,70.209999,73.669998,70.209999,72.809998,49.938824,5448995
2015-07-13,73.000000,74.349998,72.550003,72.750000,49.897682,5573497
2015-07-20,73.010002,79.550003,72.680000,77.120003,52.894974,11763325
2015-07-27,77.940002,78.339996,74.599998,76.139999,52.222805,8547281
2015-08-03,75.440002,83.480003,75.000000,83.099998,56.996525,7635100
2015-08-10,83.110001,84.989998,79.410004,79.790001,54.726269,6722760
2015-08-17,79.800003,85.879997,79.629997,84.000000,57.613819,7848423
2015-08-24,82.000000,82.279999,71.010002,72.430000,49.678200,11136039
2015-08-31,72.430000,73.830002,69.250000,73.510002,50.418949,10036771
2015-09-07,74.010002,74.349998,69.919998,72.040001,49.410709,5275170
2015-09-14,71.699997,73.000000,68.699997,71.000000,48.697392,6609332
2015-09-21,70.529999,72.500000,65.169998,66.349998,45.508057,8249545
2015-09-28,66.230003,68.529999,64.800003,66.750000,45.782402,7210139
2015-10-05,67.599998,68.150002,62.509998,64.800003,44.444950,9558830
2015-10-12,65.199997,66.400002,61.529999,64.500000,44.239174,7826075
2015-10-19,64.949997,65.750000,61.419998,64.000000,43.896236,5536747
2015-10-26,63.650002,65.599998,62.450001,62.770000,43.052612,6291001
2015-11-02,62.779999,64.879997,62.500000,63.970001,43.875668,7003354
2015-11-09,64.209999,67.480003,64.050003,64.489998,44.232315,7311294
2015-11-16,64.000000,70.169998,63.959999,68.889999,47.250183,5501260
2015-11-23,69.010002,69.839996,67.620003,68.500000,46.982697,5369757
2015-11-30,68.500000,69.190002,62.750000,66.290001,45.466904,8165386
2015-12-07,66.500000,68.500000,62.200001,63.290001,43.409264,6885999
2015-12-14,63.299999,66.500000,63.060001,64.480003,44.225468,6294418
2015-12-21,64.500000,68.650002,64.300003,67.370003,46.207649,2394872
2015-12-28,67.010002,69.889999,67.000000,67.849998,46.536869,1552226
2016-01-04,66.000000,67.419998,62.720001,63.200001,43.347538,4301095
2016-01-11,62.980000,66.550003,62.529999,64.839996,44.472370,5642095
2016-01-18,64.800003,66.199997,63.529999,64.980003,44.568405,5771343
2016-01-25,65.449997,66.139999,60.150002,62.250000,42.695953,6920536
2016-02-01,62.490002,62.490002,58.000000,61.020000,41.852325,6290788
2016-02-08,61.000000,61.590000,56.810001,57.639999,39.534046,5077699
2016-02-15,58.400002,64.239998,56.500000,63.830002,43.779640,6571811
2016-02-22,64.019997,64.790001,61.849998,64.139999,43.992260,5705324
2016-02-29,63.500000,64.730003,61.060001,64.379997,44.156872,5660702
2016-03-07,64.000000,66.099998,62.070000,64.000000,43.896236,8569362
2016-03-14,64.010002,67.699997,62.720001,67.620003,46.379128,6209472
2016-03-21,67.300003,69.790001,66.660004,69.790001,47.867477,5139550
2016-03-28,69.790001,73.900002,69.000000,72.510002,49.733070,6843836
2016-04-04,72.199997,73.690002,69.309998,70.860001,48.601364,4690509
2016-04-11,70.720001,72.769997,69.500000,71.970001,49.362690,3146445
2016-04-18,71.599998,73.839996,69.430000,70.010002,48.018368,5637958
2016-04-25,69.709999,70.550003,67.910004,68.750000,47.154163,5152942
2016-05-02,69.150002,70.099998,65.180000,66.570000,45.658951,3215678
2016-05-09,66.870003,69.379997,65.000000,68.750000,47.154163,3942981
2016-05-16,68.730003,70.279999,65.730003,68.839996,47.215889,3521481
2016-05-23,68.800003,71.000000,67.589996,69.300003,47.531399,3293793
2016-05-30,69.300003,70.349998,68.239998,69.440002,47.627422,4838005
